Timestamp,State,LoadType,TargetV,CellV,Current_mA,Charge_mAh,Discharge_mAh
590.9156360626221,WAIT_LOAD,NONE,0.0,2.07,-0.015,0.0,0.0
591.2082011699677,WAIT_LOAD,NONE,0.0,2.073,-0.059,0.0,0.0
591.4822902679443,WAIT_LOAD,NONE,0.0,2.071,-0.052,0.0,0.0
592.0057470798492,WAIT_LOAD,NONE,0.0,2.073,-0.07,0.0,0.0
592.0564272403717,WAIT_LOAD,NONE,0.0,2.076,-0.092,0.0,0.0
592.3364295959473,WAIT_LOAD,NONE,0.0,2.07,-0.03,0.0,0.0
592.5991592407227,WAIT_LOAD,NONE,0.0,2.068,-0.034,0.0,0.0
592.8943777084351,WAIT_LOAD,NONE,0.0,2.07,-0.008,0.0,0.0
593.2204213142395,WAIT_LOAD,NONE,0.0,2.067,-0.019,0.0,0.0
593.4949650764465,WAIT_LOAD,NONE,0.0,2.074,-0.059,0.0,0.0
593.9188432693481,WAIT_LOAD,NONE,0.0,2.075,-0.096,0.0,0.0
594.4834492206573,WAIT_LOAD,NONE,0.0,2.07,-0.03,0.0,0.0
594.4914638996124,WAIT_LOAD,NONE,0.0,2.071,-0.037,0.0,0.0
594.9043684005737,WAIT_LOAD,NONE,0.0,2.068,0.032,0.0,0.0
595.1977670192719,WAIT_LOAD,NONE,0.0,2.078,-0.081,0.0,0.0
595.1977670192719,WAIT_LOAD,NONE,0.0,2.071,-0.052,0.0,0.0
595.4969701766968,WAIT_LOAD,NONE,0.0,2.07,-0.063,0.0,0.0
595.8330800533295,WAIT_LOAD,NONE,0.0,2.068,-0.045,0.0,0.0
596.0827407836914,WAIT_LOAD,NONE,0.0,2.073,-0.088,0.0,0.0
596.392412185669,WAIT_LOAD,NONE,0.0,2.068,-0.015,0.0,0.0
596.6972978115082,WAIT_LOAD,NONE,0.0,2.066,0.028,0.0,0.0
597.0300235748291,WAIT_LOAD,NONE,0.0,2.07,-0.045,0.0,0.0
597.284904718399,WAIT_LOAD,NONE,0.0,2.073,-0.081,0.0,0.0
597.5647699832916,WAIT_LOAD,NONE,0.0,2.071,-0.045,0.0,0.0
597.8562803268433,WAIT_LOAD,NONE,0.0,2.071,-0.055,0.0,0.0
598.1798672676086,WAIT_LOAD,NONE,0.0,2.073,-0.081,0.0,0.0
598.4324827194214,WAIT_LOAD,NONE,0.0,2.068,-0.015,0.0,0.0
598.7117516994476,WAIT_LOAD,NONE,0.0,2.073,-0.085,0.0,0.0
599.0147716999054,WAIT_LOAD,NONE,0.0,2.068,-0.023,0.0,0.0
599.3367321491241,WAIT_LOAD,NONE,0.0,2.068,-0.012,0.0,0.0
599.5896246433258,WAIT_LOAD,NONE,0.0,2.076,-0.088,0.0,0.0
599.9130549430847,WAIT_LOAD,NONE,0.0,2.069,-0.037,0.0,0.0
600.1733269691467,WAIT_LOAD,NONE,0.0,2.075,-0.103,0.0,0.0
600.4575896263123,WAIT_LOAD,NONE,0.0,2.071,-0.059,0.0,0.0
